id,kaynak,chunk_idx,soru,cevap,tip,baglam
1566011_c0016_446,1566011.pdf,16,Neden 2025 yılında Kardan Ayrılan Kısıtlanmış Yedekler azaldı?,"Kardan Ayrılan Kısıtlanmış Yedekler 2024 yılında 23.379.918 olarak belirlendi ve bu yıl 22.259.669 olarak belirlenmiştir. Bu azalma, 2025 yılı için planlanan kısıtlamalar ve yeni politikalar nedeniyle gerçekleşmiştir.",neden,"den Değerleme ve Sınıflandırma 
Kazançları (Kayıpları)
-2.484.327
-5.924.767
Kardan Ayrılan Kısıtlanmış Yedekler
23.379.918
22.259.669
Yasal Yedekler
23.379.918
22.259.669
Geçmiş Yıllar Karları veya Zararları
224.031.115
254.012.585
Net Dönem Karı veya Zararı
3.793.369
-20.254.961
Kontrol Gücü Olmay"
1468852_c0012_854,1468852.pdf,12,İhraç Edilen Menkul Kıymetlere Verilen Faizler ne kadar oldu?,-4.216.104,sayısal,"n Faizler
-4.340.123
-4.225.245
-2.258.529
-1.972.788
Para Piyasası İşlemlerine Verilen Faizler
-20.803.351
-5.331.302
-10.058.830
-4.536.653
İhraç Edilen Menkul Kıymetlere Verilen Faizler
-4.216.104
-1.777.718
-2.320.526
-993.449
Kiralama Faiz Giderleri
-580.072
-221.146
-335.130
-118.671
Diğer Fai"
1553974_c0003_962,1553974.pdf,3,Beklenen kredi zarar karşılıklarının belirlenmesinde kilit öneme sahip olan faktörler ne olabilir?,Bilanço tarihi itibarıyla yönetimin en iyi tahminlerini ve geçmiş kayıp tecrübesini içerecek şekilde benzer kredi ve alacak portföyleri,neden,"ölçülen krediler 
ve alacaklardaki, beklenen kredi 
zararlarını ölçmek için uygulanan 
finansal modellerin geliştirilmesinde 
kilit öneme sahiptir.
Bunun yanı sıra Grup kredi zarar 
karşılığını belirlemek için niceliksel ve 
niteliksel 
değerlendirmelerde 
bulunarak kredi riskinde önemli artış 
ve t"
1509642_c0008_370,1509642.pdf,8,Sermaye Yedekleri ne kadardır?,2.368.601 TL,sayısal,".051
0
8.447.051
8.447.051
0
8.447.051
Sermaye Yedekleri
2.368.601
0
2.368.601
2.279.190
0
2.279.190
Hisse Senedi İhraç Primleri
556.937
0
556.937
556.937
0
556.937
Hisse Senedi İptal Karları
0
0
0
0
0
0
Diğer Sermaye Yedekleri
1.811.664
0
1.811.664
1.722.253
0
1.722.253
Kâr veya Zararda Yeniden Sın"
1566776_c0011_998,1566776.pdf,11,Neden arttı/azaldı? Yurtdışındaki İşletmeye İlişkin Net Yatırım Riskinden Korunma ile İlgili Diğer Kapsamlı Gelir (Gider)?,Yabancı para çevrimi farklarından kazançlar ve kayıpların daha fazla olması nedeniyle,neden,"Gİ ÖNCESİ KARI (ZARARI)
5
25.602.845
40.571.695
Sürdürülen Faaliyetler Vergi (Gideri) Geliri
-8.266.318
-10.015.218
Dönem Vergi (Gideri) Geliri
28
-6.486.482
-8.672.468
Ertelenmiş Vergi (Gideri) Geliri
28
-1.779.836
-1.342.750
SÜRDÜRÜLEN FAALİYETLER DÖNEM KARI (ZARARI)
17.336.527
30.556.477
DÖNEM KA"
1509642_c0008_404,1509642.pdf,8,Kar Yedekleri ne kadardır?,172.281.383 TL,sayısal,".051
0
8.447.051
8.447.051
0
8.447.051
Sermaye Yedekleri
2.368.601
0
2.368.601
2.279.190
0
2.279.190
Hisse Senedi İhraç Primleri
556.937
0
556.937
556.937
0
556.937
Hisse Senedi İptal Karları
0
0
0
0
0
0
Diğer Sermaye Yedekleri
1.811.664
0
1.811.664
1.722.253
0
1.722.253
Kâr veya Zararda Yeniden Sın"
1445357_c0007_878,1445357.pdf,7,Özkaynaklar Değişim Tablosu ne kadar biriktiriyordu?,-307.736,sayısal,"ri / İskontoları
Kar veya Zararda Yeniden Sınıflandırılmayacak Birikmiş Diğer Kapsamlı Gelirler veya Giderler
Kar veya Zararda Yeniden Sınıflandırılacak Birikmiş Diğer Kapsamlı Gelirler veya Giderler
Kardan Ayrılan Kısıtlanmış Yedekler
Birikmiş Karlar
Yeniden Değerleme ve Ölçüm Kazanç / Kayıpları
Ri"
1469241_c0018_200,1469241.pdf,18,Satın Alınan Menkul ve Gayrimenkuller ne kadar oldu?,-2.289.957,sayısal,"Ortaklıklar (İş Ortaklıkları)
0
0
Satın Alınan Menkul ve Gayrimenkuller
-2.289.957
-1.649.914
Elden Çıkarılan Menkul ve Gayrimenkuller
85.191
838.844
Elde Edilen Gerçeğe Uygun Değer Farkı Diğer Kapsamlı 
Gelire Yansıtılan Finansal Varlıklar
-71.083.411
-45.131.579
Elden Çıkarılan Gerçeğe Uygun Değer"
1475412_c0008_817,1475412.pdf,8,Hangi faktörler reasons ile neden arttı/azaldi?,"\""Bu dönemde, cari dönemindeki nakit akışları ve amortisman ve itfa giderleri ile ilgili düzeltmeler, önceki döneme göre daha az olan karıya yol açmıştır.\""",neden,"an
Dipnot Referansı
Cari Dönem
01.01.2025 - 30.06.2025
Önceki Dönem
01.01.2024 - 30.06.2024
Nakit Akış Tablosu (Dolaylı Yöntem)
İŞLETME FAALİYETLERİNDEN NAKİT AKIŞLARI
-42.747.019
1.500.568.525
Dönem Karı (Zararı)
-225.738.465
-693.762.465
Sürdürülen Faaliyetlerden Dönem Karı (Zararı)
-225.738.465
-"
1569984_c0013_446,1569984.pdf,13,Çalışanlara sağlanan faydalara ilişkin karşılaştırma,Önceki dönemde 720.847.359 TL'den daha az fayda verildi.,karşılaştırma,"328
720.847.359
Çalışanlara Sağlanan Faydalara İlişkin Karşılıklar 
Kapsamında Yapılan Ödemeler
18
-184.929.132
-144.771.168
Vergi İadeleri (Ödemeleri)
-28.596.657
-24.277.398
Diğer Nakit Girişleri (Çıkışları)
16
-8.077.343
-7.156.960
YATIRIM FAALİYETLERİNDEN KAYNAKLANAN NAKİT AKIŞLARI
-19.397.756
-"
1554106_c0009_266,1554106.pdf,9,Neden arttı/azaldı? Finansal Yatırımların toplanması?,"Finansal Yatırımların toplanması, şirketin genel performansı ile ilgili olarak daha fazla yatırım yapmasıyla ilgili olarak artmıştır.",neden," 
 
 
 
 
 
 
 
 
 
 
 
Sunum Para Birimi
1.000 TL
Finansal Tablo Niteliği
Konsolide
Dipnot Referansı
Cari Dönem
31.12.2025
Önceki Dönem
31.12.2024
Finansal Durum Tablosu (Bilanço)
Varlıklar
DÖNEN VARLIKLAR
Nakit ve Nakit Benzerleri
5
107.237.211
96.250.694
Finansal Yatırımlar
35
31
Ticari Alacaklar"
1472523_c0003_918,1472523.pdf,3,3.019.385 ile 148.526.468 arasındaki fark nedir?,40.506.783,sayısal,"3.019.385
148.526.468
411.545.853
233.697.936
125.499.089
359.197.025
Sermayede Payı Temsil Eden Menkul Değerler
160.992
3.966.278
4.127.270
160.992
3.131.760
3.292.752
Diğer Finansal Varlıklar
0
3.202.752
3.202.752
0
2.326.235
2.326.235
Türev Finansal Varlıklar
V-I-c
765.969
12.465.428
13.231.397
2"
1509642_c0008_744,1509642.pdf,8,Kâr veya Zararda Yeniden Sınıflandırılmayacak Birikmiş ne kadardır?,13.867.373 TL,sayısal,".051
0
8.447.051
8.447.051
0
8.447.051
Sermaye Yedekleri
2.368.601
0
2.368.601
2.279.190
0
2.279.190
Hisse Senedi İhraç Primleri
556.937
0
556.937
556.937
0
556.937
Hisse Senedi İptal Karları
0
0
0
0
0
0
Diğer Sermaye Yedekleri
1.811.664
0
1.811.664
1.722.253
0
1.722.253
Kâr veya Zararda Yeniden Sın"
1510162_c0003_571,1510162.pdf,3,Neden Finansman Giderleri 2025 yılında 31.370.399'e çıktı?,Finansman Gelirleri ve Finansman Giderleri arasında bir değişim var ve bu değişim Finansman Geliri'nin artmasıyla ilgili,neden,"l Tablo Niteliği
Konsolide
Dipnot Referansı
Cari Dönem
01.01.2025 - 
30.09.2025
Önceki Dönem
01.01.2024 - 
30.09.2024
Cari Dönem 3 
Aylık
01.07.2025 - 
30.09.2025
Önceki Dönem 3
Aylık
01.07.2024 - 
30.09.2024
Kar veya Zarar Tablosu
KAR VEYA ZARAR KISMI
Hasılat
20
598.344.047
798.873.597
220.665.829
"
1563307_c0016_822,1563307.pdf,16,Sermaye Azaltımı ne kadardir?,0,sayısal,"82.584
-136.860.236
136.695.753 2.058.318.101
205.007.753
205.007.753
1.219.107.356
6.748.398.990
538.118.171 7.286.517.161 12.665.759.956
12.665.759.956
Muhasebe Politikalarındaki Değişikliklere İlişkin 
Düzeltmeler
Muhasebe Politikalarındaki Zorunlu Değişikliklere 
İlişkin Düzeltmeler
Muhasebe Pol"
1562969_c0000_497,1562969.pdf,0,Hangi faktörler şirketin kontrolünü yitirdi?,"Koza Ltd. üzerindeki kontrolün, Şirket'in genel kurulu neticesinde yitirilmiş olduğu anlaşılmıştır.",neden,"TÜRK ALTIN İŞLETMELERİ A.Ş.
Finansal Rapor 
Konsolide Olmayan 
2025 - 4. 3 Aylık Bildirim
KAMUYU AYDINLATMA PLATFORMU
Finansal Tablolara ilişkin Genel Açıklama
KAP'ta yayınlanma tarihi ve saati: 27.02.2026 18:48:31
https://www.kap.org.tr/tr/Bildirim/1562969

Bağımsız Denetim Kuruluşu
GÜNEY BAĞIMSIZ "
1597739_c0001_506,1597739.pdf,1,2.937.913 ile 2.782.972 arasındaki fark ne?,154.241,sayısal,"flardan Diğer Alacaklar
10
2.937.913
2.782.972
Türev Araçlar
21
1.896.051
1.591.096
Özkaynak Yöntemiyle Değerlenen Yatırımlar
3
29.998.487
31.628.273
Maddi Duran Varlıklar
38.409.985
36.864.594
Kullanım Hakkı Varlıkları
10.030.342
8.706.953
Maddi Olmayan Duran Varlıklar
110.135.743
109.263.868
Şeref"
1477828_c0013_111,1477828.pdf,13,Faaliyetler ile İlgili diğer Varlıklardaki artış (azalış) ile ilgili düzeltmelerde -138.195 ile -2.405.101 arasındaki fark ne?,2.266.906,sayısal,"5.389.915
Müşteri Sözleşmelerinden Doğan Yükümlülüklerdeki 
Artış (Azalış) İle İlgili Düzeltmeler
0
0
Faaliyetler ile İlgili Diğer Borçlardaki Artış (Azalış) ile İlgili 
Düzeltmeler
-6.857.749
-15.472.716
İlişkili Olmayan Taraflara Faaliyetlerle İlgili Diğer 
Borçlardaki Artış (Azalış)
-6.857.749
-1"
1566776_c0016_940,1566776.pdf,16,Dönem Sonu Bakiyeler açıklanan rakam ne kadar?,592.105,sayısal,"lı Gelir (Gider)
-44.167
-21.075.924
-8.410.280
2.679.197
-26.851.174
-22.869.576
-49.720.750
Sermaye Arttırımı
Sermaye Azaltımı
Sermaye Avansı
Birleşme/Bölünme/Tasfiye Etkisi
Ortak Kontrole Tabi Teşebbüs veya İşletmeleri 
İçeren Birleşmelerin Etkisi
Dönemde Ödenen Kar Payı Avansları
Kar Payları
21
"
1509641_c0014_629,1509641.pdf,14,Alınan Ücret ve Komisyonlar 17.707.640'dir.,"Bu rakam, 2023 yılı için şirketin alınan Ücret ve Komisyon geliridır.",sayısal,"640
17.707.640
NET ÜCRET VE KOMİSYON GELİRLERİ VEYA GİDERLERİ
84.170.812
56.156.791
32.017.001
20.198.760
Alınan Ücret ve Komisyonlar
124.985.990
85.246.255
48.705.810
31.212.991
Gayri Nakdi Kredilerden
4.539.877
3.713.532
1.610.987
1.324.608
Diğer
4.11
120.446.113
81.532.723
47.094.823
29.888.383
V"
1565981_c0022_620,1565981.pdf,22,Muhasebe Politikalarındaki Değişikliklere İlişkin Düzeltmelerin neden olduğu değişim nedir?,"Düzeltmeler, muhasebe politikalarındaki değişikliklere bağlı olarak gerçekleşir. Bu değişiklikler, şirketin mali durumunu ve performanceını etkiler.",neden,"un Değer 
Riskinden Korunma Muhasebesi Uygulanan Kesin 
Taahhüdün Başlangıç Maliyetine veya Defter 
Değerine Dahil Edilen Tutar
Diğer Değişiklikler Nedeni İle Artış (Azalış)
-290.946
-4.085.302
11.802.780
-7.426.532
0
Dönem Sonu Bakiyeler
3.500.000
97.115.560
-27.578
9.410.107
-7.114.910
0
3.857.669"
1598813_c0009_279,1598813.pdf,9,Cayılabilir Kredi Tahsis Taahhütleri ne kadar oldu?,221,sayısal," 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Açığa Menkul Kıymet Satış Taahhütlerinden Borçlar
0
0
0
0
0
0
Diğe"
1565981_c0014_503,1565981.pdf,14,Sürdürülen Faaliyetlerden Pay Başına Kazanç ne kadar oldu?,"6,56680000 TL",sayısal,"669
33.095.497
Yatırım Faaliyetlerinden Gelirler
30
1.684.191
5.417.209
Yatırım Faaliyetlerinden Giderler
30
-82.822
-12.424
TFRS 9 Uyarınca Belirlenen Değer Düşüklüğü Kazançları (
Zararları) ve Değer Düşüklüğü Zararlarının İptalleri
-738.088
-883.519
FİNANSMAN GELİRİ (GİDERİ) ÖNCESİ FAALİYET KARI ("
1566087_c0008_290,1566087.pdf,8,Kısa vadeli borçlanmaların toplam tutarları ne kadar oldu?,21.382.990.866,sayısal,"dar Elde Tutulacak Finansal Yatırımlar
6.965.140.948
4.621.164.674
Diğer Alacaklar
7
7.802.796.307
4.959.620.907
İlişkili Olmayan Taraflardan Diğer Alacaklar
7
7.802.796.307
4.959.620.907
Özkaynak Yöntemiyle Değerlenen Yatırımlar
3
1.076.770.167
775.860.767
Maddi Duran Varlıklar
10
25.866.565.492
17"
1565981_c0012_113,1565981.pdf,12,Çalışanlara Sağlanan Faydalara İlişkin Kısa Vadeli Karşılıklar 21 ne kadar idi?,3.346.125,tarih,"Araçlar
2.080.478
874.493
Alım Satım Amaçlı Türev Araçlar
15
2.080.478
874.493
Dönem Karı Vergi Yükümlülüğü
33
3.382.891
609.630
Kısa Vadeli Karşılıklar
4.022.395
3.681.770
Çalışanlara Sağlanan Faydalara İlişkin Kısa Vadeli 
Karşılıklar
21
3.461.912
3.346.125
Diğer Kısa Vadeli Karşılıklar
21
560.483"
1475250_c0012_265,1475250.pdf,12,Dönem 2023-2024'te Azınlık Payları Karı (Zararı) ne kadar?,0,tarih,"İĞER FAALİYET GİDERLERİ (-)
(Beşinci Bölüm-IV)(8)
-2.905.348
-1.699.367
-1.374.106
-850.401
NET FAALİYET KARI (ZARARI)
8.530.612
2.193.811
528.864
1.326.343
BİRLEŞME İŞLEMİ SONRASINDA GELİR OLARAK KAYDEDİLEN 
FAZLALIK TUTARI
0
0
0
0
ÖZKAYNAK YÖNTEMİ UYGULANAN ORTAKLIKLARDAN KAR (
ZARAR)
0
0
0
0
NET "
1569931_c0019_459,1569931.pdf,19,Kaleminden Çıkarılan ve Finansal Olmayan Varlığın (Yükümlülüğün) veya Gerçeğe Uygun Değer 0'dan ne kadar daha fazla?,238.448.398,sayısal,"arındaki Değişiklikler
Kaleminden Çıkarılan ve Finansal Olmayan Varlığın
(Yükümlülüğün) veya Gerçeğe Uygun Değer 
Riskinden Korunma Muhasebesi Uygulanan Kesin 
Taahhüdün Başlangıç Maliyetine veya Defter 
Değerine Dahil Edilen Tutar
Diğer Değişiklikler Nedeni İle Artış (Azalış)
179.295.583
59.152.815"
1475412_c0015_455,1475412.pdf,15,5 year sonuna kadar bakiyeler ne kadar azaldı?,-265.510.692,tarih,"eya Defter 
Değerine Dahil Edilen Tutar
Forward Sözleşmesinin Forward Bileşeninin 
Değerindeki Değişiklikler Kaleminden Çıkarılan ve 
Finansal Olmayan Varlığın (Yükümlülüğün) veya 
Gerçeğe Uygun Değer Riskinden Korunma 
Muhasebesi Uygulanan Kesin Taahhüdün 
Başlangıç Maliyetine veya Defter Değerine "
1550376_c0009_132,1550376.pdf,9,Dipnot Referansı neye kadar?,31.12.2025,sayısal,"
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Sunum Para Birimi
1.000 TL
Finansal Tablo Nitel"
1555145_c0003_893,1555145.pdf,3,Ticari alacaklar için tahsilat riskinin ve ayrilecek karşılığın belirlenmesi veya özel bir ticari alacağın tahsil edilebilir olup olmadığının belirlenmesi ne kadar önemli bir yönetim muhakemesi gerektirmektedir?,"Bu konuda yöneticiler, ticari alacakların yaşlandırması, şirket avukatlarından mektup alınarak devam eden dava risklarının incelenmesi, kredi riski yönetimi kapsamında alınan teminatlar ve söz konusu teminatlerin nitelikleri, cari dönem ve bilanço tarihi sonrası dönemde yapılan tahsilat performansları ile birlikte tüm diğer bilgileri değerlendirmektedir.",neden," 
toplam 
varlıkların 
%20'sini 
oluşturduğu için önemli bir bilanço kalemi olarak 
değerlendirilmektedir. Ayrıca, ticari alacakların 
tahsil edilebilirliği Grup'un, kredi riski ve işletme 
sermayesi yönetimi için önemli unsurlardan bir 
tanesidir ve yönetimin önemli yargılarını ve 
tahminlerini içe"
1469241_c0011_243,1469241.pdf,11,Bu dönemde Vadeli Döviz Alım-Satım İşlemleri'ndeki total girişler ve çıkışı ne kadar oldu?,"Vadeli Döviz Alım-Satım İşlemleri'ndeki total girişler 1.250.709.148, total çıkışı 297.911.433 olarak görülmektedir.",karşılaştırma,"80
1.606.798.952
Vadeli Döviz Alım-Satım İşlemleri
116.147.757
120.039.085
236.186.842
74.667.774
73.188.610
147.856.384
Vadeli Döviz Alım İşlemleri
26.761.388
86.740.779
113.502.167
12.337.757
58.084.322
70.422.079
Vadeli Döviz Satım İşlemleri
89.386.369
33.298.306
122.684.675
62.330.017
15.104.288"
1117262_c0012_569,1117262.pdf,12,Esas Faaliyetlerden Diğer Gelirler ne kadar oldu?,27.646,sayısal,"rar ve Diğer Kapsamlı Gelir Tablosu
KAR VEYA ZARAR KISMI
Hasılat
20
1.541.476
766.766
Satışların Maliyeti
20
-362.638
-142.733
TİCARİ FAALİYETLERDEN BRÜT KAR (ZARAR)
1.178.838
624.033
BRÜT KAR (ZARAR)
1.178.838
624.033
Genel Yönetim Giderleri
21
-229.061
-98.204
Pazarlama Giderleri
21
-247.476
-143."
1509642_c0014_557,1509642.pdf,14,Alınan Ücret ve Komisyonlar 79.732.212 ile how much oldu?,52.640.525,sayısal,"57.797
NET ÜCRET VE KOMİSYON GELİRLERİ VEYA GİDERLERİ
79.732.212
52.640.525
30.195.128
18.941.894
Alınan Ücret ve Komisyonlar
119.184.199
80.664.774
46.353.599
29.603.499
Gayri Nakdi Kredilerden
4.379.512
3.595.254
1.544.328
1.281.266
Diğer
4.10
114.804.687
77.069.520
44.809.271
28.322.233
Verilen Ü"
1566681_c0000_180,1566681.pdf,0,"Aksa Enerji Üretim A.Ş. 31 Aralık 2025 tarihli konsolide finansal durum tablosu ile aynı tarihte sona eren hesap dönemine ait konsolide kâr veya zarar ve diğer kapsamlı gelir tablosu, konsolide özkaynak değişim tablosu ve konsolide nakit akış tablosu ile önemli muhasebe politiklarının özeti dâhil olmak üzere konsolide finansal tablolarını ne kadar denetlediler?",Konsolide finansal tabloları 1 ay içinde,sayısal,"Aksa Enerji Üretim A.Ş. ve Bağlı Ortaklıkları 31 Aralık 2025 Konsolide SPK Raporu
AKSA ENERJİ ÜRETİM A.Ş.
Finansal Rapor
Konsolide
2025 - 4. 3 Aylık Bildirim
KAMUYU AYDINLATMA PLATFORMU
Finansal Tablolara ilişkin Genel Açıklama
KAP'ta yayınlanma tarihi ve saati: 05.03.2026 19:28:59
https://www.kap.o"
1477884_c0003_413,1477884.pdf,3,TOPLAM DURAN VARLIKLARIN TOPLAMI NASIL DEĞİŞTİ?,2.428.920.382 - 2.215.771.973 = 212.148.409,karşılaştırma,"702.345
47.674.804
Maddi Duran Varlıklar
9
152.673.672
142.310.684
Kullanım Hakkı Varlıkları
11
374.448.091
368.211.287
Maddi Olmayan Duran Varlıklar
867.072.961
785.301.937
Şerefiye
10
728.373.674
646.621.149
Diğer Maddi Olmayan Duran Varlıklar
10
138.699.287
138.680.788
Peşin Ödenmiş Giderler
1.17"
1595647_c0002_566,1595647.pdf,2,4.2 ve 12 dönemine ait Ertelenmiş Vergi Varlıkları ne kadar?,0,sayısal,"en Vergiler Ve Fonlar
4.2 ve 12
103.239.568
784.762.178
Ertelenmiş Vergi Varlıkları
0
0
İş Avansları
0
0
Personele Verilen Avanslar
4.2
353.078
44.018
Sayım ve Tesellüm Noksanları
0
0
Bilanço

 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 "
1477063_c0008_803,1477063.pdf,8,2.497.837.153 ile 496.187.657 arasındaki fark ne kadar?,2.001.650.496,sayısal,"önem Karı (Zararı)
2.497.837.153
496.187.657
Sürdürülen Faaliyetlerden Dönem Karı (Zararı)
2.497.837.153
496.187.657
Dönem Net Karı (Zararı) Mutabakatı İle İlgili Düzeltmeler
6.480.781.892
9.327.767.954
Amortisman ve İtfa Gideri İle İlgili Düzeltmeler
8-9-10
8.118.538.537
5.584.589.446
Değer Düşüklü"
1467937_c0004_960,1467937.pdf,4,Nasıl değişti esas faaliyette kar?,Esas faaliyette kar %10.8 arttı.,karşılaştırma," 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Sunum Para Birimi
1.000 TL
Finansal Tablo Niteliği
Konsolide
Dipnot Referansı
Cari Dönem
01.01.2025 - 
30.06.2025
Önceki Dönem
01.01.2024 - 
30.06.2024
Cari Dönem 3 
"
1553974_c0005_592,1553974.pdf,5,"Grup'un finansal tablolarında, kredi ve alacaklar ile ilgili değer düşüklüğüne ilişkin dipnotların tutarlılığını ve yeterliliğini kontrol etmedi?","Hayır, dipnotların tutarlılığını ve yeterliliğini kontrol etti.",sayısal,"şüklüğü karşılığını 
belirlemek için kullandığı beklenen 
kredi zararı modellerinde kullanılan 
verilerin kaynaklarını kontrol ettik. 
Beklenen kredi zarar karşılığının 
hesaplanmasında kullanılan verilerin 
güvenilirliği ve veri tamlığını bilgi ve 
teknoloji uzmanlarımızla test ettik.
Beklenen kred"
1552589_c0016_165,1552589.pdf,16,Cayılabilir Taahhütler ne kadar oldu?,9.307.078,sayısal,"re Karşılık Ayrılmış)

 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 "
1477891_c0010_863,1477891.pdf,10,Stok değer düşüklüğü (İptali) ile ilgili düzeltmelerde ne kadar değişim var?,-1.107,sayısal,"eğer Düşüklüğü (İptali) İle İlgili Düzeltmeler
457.755
256.437
Alacaklarda Değer Düşüklüğü (İptali) ile İlgili 
Düzeltmeler
449.879
318.293
Stok Değer Düşüklüğü (İptali) ile İlgili Düzeltmeler
8.331
-1.107
Maddi Duran Varlık Değer Düşüklüğü (İptali) ile İlgili 
Düzeltmeler
5
-2.357
Diğer Değer Düşük"
1477177_c0009_726,1477177.pdf,9,Çalışanlara Sağlanan Faydalara İlişkin Karşılıklar ile Kapsamında Yapılan Ödemeler ne kadar oldu?,-292.919,sayısal,"zeltmeler
10.210.130
10.515.426
Faaliyetler ile İlgili Diğer Borçlardaki Artış (Azalış) ile İlgili 
Düzeltmeler
2.278.267
6.718.607
Faaliyetlerden Elde Edilen Nakit Akışları
7.927.699
19.946.159
Çalışanlara Sağlanan Faydalara İlişkin Karşılıklar 
Kapsamında Yapılan Ödemeler
-205.613
-292.919
Diğer K"
1477828_c0018_996,1477828.pdf,18,Bağlı Ortaklık Edinimi ve Çıkarılması neye equal olduu?,-25.067 -85.800,sayısal,"0
Bağlı Ortaklık Edinimi
veya Elden 
Çıkarılması
-25.067
-85.800
-85.800
-183
-183
-111.050
0
-111.050
201.662
90.612
Bağlı Ortaklıklarda 
Kontrol Kaybı ile 
Sonuçlanmayan Pay 
Oranı Değişikliklerine
Bağlı Artış/Azalış
412.024
0
535.593
535.593
947.617
-837.732
-837.732
109.885
-328.187
-218.302
Kon"
1123048_c0013_655,1123048.pdf,13,Özkaynaklar Değişim Tablosu ne zaman başlandı?,01.01.2021,tarih,"le Tabi Teşebbüs veya İşletmeleri İçeren Birleşmelerin Etkisi
Kar veya Zararda Yeniden Sınıflandırılmayacak Birikmiş Diğer Kapsamlı Gelirler veya Giderler
Kar veya Zararda Yeniden Sınıflandırılacak Birikmiş Diğer Kapsamlı Gelirler veya Giderler
Kardan Ayrılan Kısıtlanmış Yedekler
Birikmiş Karlar
Yen"
1123048_c0005_663,1123048.pdf,5,Nasıl değişti Grup'un sürekliliği?,Grup'un sürekliliği esnasında ciddi şüphe oluşturabilecek olay veya şartlarla ilgili önemli bir belirsizliğin mevcut olup olmadığı hakkında sonuca varılmaktadır.,karşılaştırma,"anılan muhasebe politikalarının uygunluğu ile yapılan muhasebe tahminleri ile ilgili 
açıklamaların makul olup olmadığı değerlendirilmektedir.
Elde edilen denetim kanıtlarına dayanarak Grup'un sürekliliğini devam ettirme kabiliyetine ilişkin ciddi şüphe 
oluşturabilecek olay veya şartlarla ilgili ön"
1511780 (1)_c0006_201,1511780 (1).pdf,6,Maddi Duran Varlıkların Elden Çıkarılğinden Kaynaklanan Kayıplar (Kazançlar) ile İlgili Düzeltmeler,7.810,sayısal,"emlere İlişkin Diğer Düzeltmeler
-30.766
-42.823
Duran Varlıkların Elden Çıkarılmasından Kaynaklanan 
Kayıplar (Kazançlar) İle İlgili Düzeltmeler
-966
7.810
Maddi Duran Varlıkların Elden Çıkarılmasından 
Kaynaklanan Kayıplar (Kazançlar) ile İlgili Düzeltmeler
-966
7.810
Parasal Pozisyon Kazanç ve Ka"
1468852_c0015_829,1468852.pdf,15,Önceki Dönemde net nakit azalışı ne kadar oldu?,-59.743.067,tarih," KAPSAMLI GELİR (GİDER)
66.042.668
47.621.801
Kar veya Zarar ve Diğer Kapsamlı Gelir Tablosu (TFRS 9'a Göre Karşılık Ayrılmış)

 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
"
